Postinumero-kunta-avain (vuoden 2021 aluejako);;;;;;;;;;;;;;;;;;
Huom! Postinumeroalueen kunta on määritelty sen mukaan, minkä kunnan puolella suurin osa postinumeroalueen pinta-alasta sijaitsee.;;;;;;;;;;;;;;;;;;
Postinumeroalue;Postinumeroalueen nimi;Postinumeroalueen nimi (sv);Kunta;Kunnan nimi;Kuntaryhmä;Kuntaryhmän nimi;Seutukunta;Seutukunnan nimi;Maakunta;Maakunnan nimi;Suuralue;Suuralueen nimi;AVI;AVI:n nimi;ELY;ELY:n nimi;Sairaanhoitopiiri;Sairaanhoitopiirin nimi
73850;Ala-Luosta-Riitasalo;Ala-Luosta-Riitasalo;687;Rautavaara;3;Maaseutumaiset kunnat;113;Koillis-Savon seutukunta;11;Pohjois-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;08;Pohjois-Savon ELY-keskus;13;Pohjois-Savon SHP
73860;Pykälikkö;Pykälikkö;687;Rautavaara;3;Maaseutumaiset kunnat;113;Koillis-Savon seutukunta;11;Pohjois-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;08;Pohjois-Savon ELY-keskus;13;Pohjois-Savon SHP
73900;Rautavaara Keskus;Rautavaara centrum;687;Rautavaara;3;Maaseutumaiset kunnat;113;Koillis-Savon seutukunta;11;Pohjois-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;08;Pohjois-Savon ELY-keskus;13;Pohjois-Savon SHP
73970;Riitasalo;Riitasalo;687;Rautavaara;3;Maaseutumaiset kunnat;113;Koillis-Savon seutukunta;11;Pohjois-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;08;Pohjois-Savon ELY-keskus;13;Pohjois-Savon SHP
73990;Kangaslahti;Kangaslahti;687;Rautavaara;3;Maaseutumaiset kunnat;113;Koillis-Savon seutukunta;11;Pohjois-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;08;Pohjois-Savon ELY-keskus;13;Pohjois-Savon SHP
74100;Iisalmi Keskus, Eteläinen;Iisalmi centrum, södra;140;Iisalmi;1;Kaupunkimaiset kunnat;111;Ylä-Savon seutukunta;11;Pohjois-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;08;Pohjois-Savon ELY-keskus;13;Pohjois-Savon SHP
74120;Iisalmi Keskus Pohjoinen;Idensalmi centrum norra;140;Iisalmi;1;Kaupunkimaiset kunnat;111;Ylä-Savon seutukunta;11;Pohjois-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;08;Pohjois-Savon ELY-keskus;13;Pohjois-Savon SHP
74130;Kihmula;Kihmula;140;Iisalmi;1;Kaupunkimaiset kunnat;111;Ylä-Savon seutukunta;11;Pohjois-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;08;Pohjois-Savon ELY-keskus;13;Pohjois-Savon SHP
74140;Ritoniemi;Ritoniemi;140;Iisalmi;1;Kaupunkimaiset kunnat;111;Ylä-Savon seutukunta;11;Pohjois-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;08;Pohjois-Savon ELY-keskus;13;Pohjois-Savon SHP
74150;Laidunmäki;Laidunmäki;140;Iisalmi;1;Kaupunkimaiset kunnat;111;Ylä-Savon seutukunta;11;Pohjois-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;08;Pohjois-Savon ELY-keskus;13;Pohjois-Savon SHP
74160;Koljonvirta;Koljonvirta;140;Iisalmi;1;Kaupunkimaiset kunnat;111;Ylä-Savon seutukunta;11;Pohjois-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;08;Pohjois-Savon ELY-keskus;13;Pohjois-Savon SHP
74170;Soinlahti;Soinlahti;140;Iisalmi;1;Kaupunkimaiset kunnat;111;Ylä-Savon seutukunta;11;Pohjois-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;08;Pohjois-Savon ELY-keskus;13;Pohjois-Savon SHP
74200;Vieremä Keskus;Vieremä centrum;925;Vieremä;3;Maaseutumaiset kunnat;111;Ylä-Savon seutukunta;11;Pohjois-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;08;Pohjois-Savon ELY-keskus;13;Pohjois-Savon SHP
74230;Salahmi;Salahmi;925;Vieremä;3;Maaseutumaiset kunnat;111;Ylä-Savon seutukunta;11;Pohjois-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;08;Pohjois-Savon ELY-keskus;13;Pohjois-Savon SHP
74240;Marttisenjärvi;Marttisenjärvi;925;Vieremä;3;Maaseutumaiset kunnat;111;Ylä-Savon seutukunta;11;Pohjois-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;08;Pohjois-Savon ELY-keskus;13;Pohjois-Savon SHP
74250;Nissilä;Nissilä;925;Vieremä;3;Maaseutumaiset kunnat;111;Ylä-Savon seutukunta;11;Pohjois-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;08;Pohjois-Savon ELY-keskus;13;Pohjois-Savon SHP
74270;Kauppilanmäki;Kauppilanmäki;925;Vieremä;3;Maaseutumaiset kunnat;111;Ylä-Savon seutukunta;11;Pohjois-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;08;Pohjois-Savon ELY-keskus;13;Pohjois-Savon SHP
74300;Sonkajärvi Keskus;Sonkajärvi centrum;762;Sonkajärvi;3;Maaseutumaiset kunnat;111;Ylä-Savon seutukunta;11;Pohjois-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;08;Pohjois-Savon ELY-keskus;13;Pohjois-Savon SHP
74340;Sukeva-Kainuunmäki;Sukeva-Kainuunmäki;762;Sonkajärvi;3;Maaseutumaiset kunnat;111;Ylä-Savon seutukunta;11;Pohjois-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;08;Pohjois-Savon ELY-keskus;13;Pohjois-Savon SHP
74345;Kalliosuo;Kalliosuo;762;Sonkajärvi;3;Maaseutumaiset kunnat;111;Ylä-Savon seutukunta;11;Pohjois-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;08;Pohjois-Savon ELY-keskus;13;Pohjois-Savon SHP
74360;Sonkakoski;Sonkakoski;762;Sonkajärvi;3;Maaseutumaiset kunnat;111;Ylä-Savon seutukunta;11;Pohjois-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;08;Pohjois-Savon ELY-keskus;13;Pohjois-Savon SHP
74380;Jyrkkä;Jyrkkä;762;Sonkajärvi;3;Maaseutumaiset kunnat;111;Ylä-Savon seutukunta;11;Pohjois-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;08;Pohjois-Savon ELY-keskus;13;Pohjois-Savon SHP
74390;Laakajärvi;Laakajärvi;765;Sotkamo;2;Taajaan asutut kunnat;182;Kajaanin seutukunta;18;Kainuu;4;Pohjois- ja Itä-Suomi;5;Pohjois-Suomen AVI;14;Kainuun ELY-keskus;19;Kainuun SHP
74420;Hernejärvi;Hernejärvi;762;Sonkajärvi;3;Maaseutumaiset kunnat;111;Ylä-Savon seutukunta;11;Pohjois-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;08;Pohjois-Savon ELY-keskus;13;Pohjois-Savon SHP
74470;Paloinen;Paloinen;402;Lapinlahti;3;Maaseutumaiset kunnat;111;Ylä-Savon seutukunta;11;Pohjois-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;08;Pohjois-Savon ELY-keskus;13;Pohjois-Savon SHP
74490;Koirakoski;Koirakoski;762;Sonkajärvi;3;Maaseutumaiset kunnat;111;Ylä-Savon seutukunta;11;Pohjois-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;08;Pohjois-Savon ELY-keskus;13;Pohjois-Savon SHP
74510;Peltosalmi-Sourunsalo;Peltosalmi-Sourunsalo;140;Iisalmi;1;Kaupunkimaiset kunnat;111;Ylä-Savon seutukunta;11;Pohjois-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;08;Pohjois-Savon ELY-keskus;13;Pohjois-Savon SHP
74520;Kirmanranta;Kirmanranta;140;Iisalmi;1;Kaupunkimaiset kunnat;111;Ylä-Savon seutukunta;11;Pohjois-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;08;Pohjois-Savon ELY-keskus;13;Pohjois-Savon SHP
74540;Kotikylä;Kotikylä;140;Iisalmi;1;Kaupunkimaiset kunnat;111;Ylä-Savon seutukunta;11;Pohjois-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;08;Pohjois-Savon ELY-keskus;13;Pohjois-Savon SHP
74550;Pörsänmäki;Pörsänmäki;140;Iisalmi;1;Kaupunkimaiset kunnat;111;Ylä-Savon seutukunta;11;Pohjois-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;08;Pohjois-Savon ELY-keskus;13;Pohjois-Savon SHP
74590;Kurenpolvi;Kurenpolvi;925;Vieremä;3;Maaseutumaiset kunnat;111;Ylä-Savon seutukunta;11;Pohjois-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;08;Pohjois-Savon ELY-keskus;13;Pohjois-Savon SHP
74595;Runni;Runni;140;Iisalmi;1;Kaupunkimaiset kunnat;111;Ylä-Savon seutukunta;11;Pohjois-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;08;Pohjois-Savon ELY-keskus;13;Pohjois-Savon SHP
74610;Honkaranta;Honkaranta;263;Kiuruvesi;3;Maaseutumaiset kunnat;111;Ylä-Savon seutukunta;11;Pohjois-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;08;Pohjois-Savon ELY-keskus;13;Pohjois-Savon SHP
74630;Heinäkylä;Heinäkylä;263;Kiuruvesi;3;Maaseutumaiset kunnat;111;Ylä-Savon seutukunta;11;Pohjois-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;08;Pohjois-Savon ELY-keskus;13;Pohjois-Savon SHP
74640;Sulkavanjärvi;Sulkavanjärvi;263;Kiuruvesi;3;Maaseutumaiset kunnat;111;Ylä-Savon seutukunta;11;Pohjois-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;08;Pohjois-Savon ELY-keskus;13;Pohjois-Savon SHP
74670;Rapakkojoki;Rapakkojoki;263;Kiuruvesi;3;Maaseutumaiset kunnat;111;Ylä-Savon seutukunta;11;Pohjois-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;08;Pohjois-Savon ELY-keskus;13;Pohjois-Savon SHP
74680;Myllyniemi;Myllyniemi;263;Kiuruvesi;3;Maaseutumaiset kunnat;111;Ylä-Savon seutukunta;11;Pohjois-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;08;Pohjois-Savon ELY-keskus;13;Pohjois-Savon SHP
74700;Kiuruvesi Keskus;Kiuruvesi centrum;263;Kiuruvesi;3;Maaseutumaiset kunnat;111;Ylä-Savon seutukunta;11;Pohjois-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;08;Pohjois-Savon ELY-keskus;13;Pohjois-Savon SHP
74720;Niemiskylä;Niemiskylä;263;Kiuruvesi;3;Maaseutumaiset kunnat;111;Ylä-Savon seutukunta;11;Pohjois-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;08;Pohjois-Savon ELY-keskus;13;Pohjois-Savon SHP
74740;Aittojärvi;Aittojärvi;263;Kiuruvesi;3;Maaseutumaiset kunnat;111;Ylä-Savon seutukunta;11;Pohjois-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;08;Pohjois-Savon ELY-keskus;13;Pohjois-Savon SHP
74770;Kalliokylä;Kalliokylä;263;Kiuruvesi;3;Maaseutumaiset kunnat;111;Ylä-Savon seutukunta;11;Pohjois-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;08;Pohjois-Savon ELY-keskus;13;Pohjois-Savon SHP
74840;Koppeloharju;Koppeloharju;263;Kiuruvesi;3;Maaseutumaiset kunnat;111;Ylä-Savon seutukunta;11;Pohjois-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;08;Pohjois-Savon ELY-keskus;13;Pohjois-Savon SHP
74940;Remeskylä-Tihilänkangas;Remeskylä-Tihilänkangas;263;Kiuruvesi;3;Maaseutumaiset kunnat;111;Ylä-Savon seutukunta;11;Pohjois-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;08;Pohjois-Savon ELY-keskus;13;Pohjois-Savon SHP
74980;Tihilänkangas;Tihilänkangas;263;Kiuruvesi;3;Maaseutumaiset kunnat;111;Ylä-Savon seutukunta;11;Pohjois-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;08;Pohjois-Savon ELY-keskus;13;Pohjois-Savon SHP
75500;Nurmes Keskus;Nurmes centrum;541;Nurmes;2;Taajaan asutut kunnat;125;Pielisen Karjalan seutukunta;12;Pohjois-Karjala;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;09;Pohjois-Karjalan ELY-keskus;12;Pohjois-Karjalan SHP
75530;Porokylä;Porokylä;541;Nurmes;2;Taajaan asutut kunnat;125;Pielisen Karjalan seutukunta;12;Pohjois-Karjala;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;09;Pohjois-Karjalan ELY-keskus;12;Pohjois-Karjalan SHP
75650;Savikylä;Savikylä;541;Nurmes;2;Taajaan asutut kunnat;125;Pielisen Karjalan seutukunta;12;Pohjois-Karjala;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;09;Pohjois-Karjalan ELY-keskus;12;Pohjois-Karjalan SHP
75680;Ylä-Luosta;Ylä-Luosta;687;Rautavaara;3;Maaseutumaiset kunnat;113;Koillis-Savon seutukunta;11;Pohjois-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;08;Pohjois-Savon ELY-keskus;13;Pohjois-Savon SHP
75700;Valtimo Keskus;Valtimo centrum;541;Nurmes;2;Taajaan asutut kunnat;125;Pielisen Karjalan seutukunta;12;Pohjois-Karjala;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;09;Pohjois-Karjalan ELY-keskus;12;Pohjois-Karjalan SHP
75710;Karhunpää;Karhunpää;541;Nurmes;2;Taajaan asutut kunnat;125;Pielisen Karjalan seutukunta;12;Pohjois-Karjala;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;09;Pohjois-Karjalan ELY-keskus;12;Pohjois-Karjalan SHP
75740;Pajukoski;Pajukoski;541;Nurmes;2;Taajaan asutut kunnat;125;Pielisen Karjalan seutukunta;12;Pohjois-Karjala;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;09;Pohjois-Karjalan ELY-keskus;12;Pohjois-Karjalan SHP
75770;Puukari;Puukari;541;Nurmes;2;Taajaan asutut kunnat;125;Pielisen Karjalan seutukunta;12;Pohjois-Karjala;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;09;Pohjois-Karjalan ELY-keskus;12;Pohjois-Karjalan SHP
75790;Rumo;Rumo;541;Nurmes;2;Taajaan asutut kunnat;125;Pielisen Karjalan seutukunta;12;Pohjois-Karjala;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;09;Pohjois-Karjalan ELY-keskus;12;Pohjois-Karjalan SHP
75840;Ylä-Valtimo;Ylä-Valtimo;541;Nurmes;2;Taajaan asutut kunnat;125;Pielisen Karjalan seutukunta;12;Pohjois-Karjala;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;09;Pohjois-Karjalan ELY-keskus;12;Pohjois-Karjalan SHP
75890;Saramo-Petäiskylä-Mujejärvi;Saramo-Petäiskylä-Mujejärvi;541;Nurmes;2;Taajaan asutut kunnat;125;Pielisen Karjalan seutukunta;12;Pohjois-Karjala;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;09;Pohjois-Karjalan ELY-keskus;12;Pohjois-Karjalan SHP
75930;Petäiskylä;Petäiskylä;541;Nurmes;2;Taajaan asutut kunnat;125;Pielisen Karjalan seutukunta;12;Pohjois-Karjala;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;09;Pohjois-Karjalan ELY-keskus;12;Pohjois-Karjalan SHP
75940;Mujejärvi;Mujejärvi;541;Nurmes;2;Taajaan asutut kunnat;125;Pielisen Karjalan seutukunta;12;Pohjois-Karjala;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;09;Pohjois-Karjalan ELY-keskus;12;Pohjois-Karjalan SHP
75970;Kohtavaara;Kohtavaara;541;Nurmes;2;Taajaan asutut kunnat;125;Pielisen Karjalan seutukunta;12;Pohjois-Karjala;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;09;Pohjois-Karjalan ELY-keskus;12;Pohjois-Karjalan SHP
75990;Höljäkkä;Höljäkkä;541;Nurmes;2;Taajaan asutut kunnat;125;Pielisen Karjalan seutukunta;12;Pohjois-Karjala;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;09;Pohjois-Karjalan ELY-keskus;12;Pohjois-Karjalan SHP
76100;Pieksämäki Keskus;Pieksämäki centrum;593;Pieksämäki;2;Taajaan asutut kunnat;105;Pieksämäen seutukunta;10;Etelä-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;07;Etelä-Savon ELY-keskus;10;Etelä-Savon SHP
76120;Kontiopuisto;Kontiopuisto;593;Pieksämäki;2;Taajaan asutut kunnat;105;Pieksämäen seutukunta;10;Etelä-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;07;Etelä-Savon ELY-keskus;10;Etelä-Savon SHP
76130;Pappilanmäki;Pappilanmäki;593;Pieksämäki;2;Taajaan asutut kunnat;105;Pieksämäen seutukunta;10;Etelä-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;07;Etelä-Savon ELY-keskus;10;Etelä-Savon SHP
76150;Länsirinne;Länsirinne;593;Pieksämäki;2;Taajaan asutut kunnat;105;Pieksämäen seutukunta;10;Etelä-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;07;Etelä-Savon ELY-keskus;10;Etelä-Savon SHP
76280;Partaharju;Partaharju;593;Pieksämäki;2;Taajaan asutut kunnat;105;Pieksämäen seutukunta;10;Etelä-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;07;Etelä-Savon ELY-keskus;10;Etelä-Savon SHP
76620;Pyhitty;Pyhitty;593;Pieksämäki;2;Taajaan asutut kunnat;105;Pieksämäen seutukunta;10;Etelä-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;07;Etelä-Savon ELY-keskus;10;Etelä-Savon SHP
76780;Lamminmäki;Lamminmäki;593;Pieksämäki;2;Taajaan asutut kunnat;105;Pieksämäen seutukunta;10;Etelä-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;07;Etelä-Savon ELY-keskus;10;Etelä-Savon SHP
76850;Naarajärvi;Naarajärvi;593;Pieksämäki;2;Taajaan asutut kunnat;105;Pieksämäen seutukunta;10;Etelä-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;07;Etelä-Savon ELY-keskus;10;Etelä-Savon SHP
76940;Nenonpelto;Nenonpelto;593;Pieksämäki;2;Taajaan asutut kunnat;105;Pieksämäen seutukunta;10;Etelä-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;07;Etelä-Savon ELY-keskus;10;Etelä-Savon SHP
77110;Paltanen;Paltanen;593;Pieksämäki;2;Taajaan asutut kunnat;105;Pieksämäen seutukunta;10;Etelä-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;07;Etelä-Savon ELY-keskus;10;Etelä-Savon SHP
77120;Venetmäki;Venetmäki;593;Pieksämäki;2;Taajaan asutut kunnat;105;Pieksämäen seutukunta;10;Etelä-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;07;Etelä-Savon ELY-keskus;10;Etelä-Savon SHP
77140;Huumala;Huumala;593;Pieksämäki;2;Taajaan asutut kunnat;105;Pieksämäen seutukunta;10;Etelä-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;07;Etelä-Savon ELY-keskus;10;Etelä-Savon SHP
77220;Neuvola;Neuvola;593;Pieksämäki;2;Taajaan asutut kunnat;105;Pieksämäen seutukunta;10;Etelä-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;07;Etelä-Savon ELY-keskus;10;Etelä-Savon SHP
77240;Halkokumpu;Halkokumpu;593;Pieksämäki;2;Taajaan asutut kunnat;105;Pieksämäen seutukunta;10;Etelä-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;07;Etelä-Savon ELY-keskus;10;Etelä-Savon SHP
77320;Hurskaala;Hurskaala;593;Pieksämäki;2;Taajaan asutut kunnat;105;Pieksämäen seutukunta;10;Etelä-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;07;Etelä-Savon ELY-keskus;10;Etelä-Savon SHP
77330;Virtasalmi Keskus;Virtasalmi centrum;593;Pieksämäki;2;Taajaan asutut kunnat;105;Pieksämäen seutukunta;10;Etelä-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;07;Etelä-Savon ELY-keskus;10;Etelä-Savon SHP
77350;Montola;Montola;593;Pieksämäki;2;Taajaan asutut kunnat;105;Pieksämäen seutukunta;10;Etelä-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;07;Etelä-Savon ELY-keskus;10;Etelä-Savon SHP
77380;Kantala;Kantala;491;Mikkeli;1;Kaupunkimaiset kunnat;101;Mikkelin seutukunta;10;Etelä-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;07;Etelä-Savon ELY-keskus;10;Etelä-Savon SHP
77430;Siikamäki;Siikamäki;593;Pieksämäki;2;Taajaan asutut kunnat;105;Pieksämäen seutukunta;10;Etelä-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;07;Etelä-Savon ELY-keskus;10;Etelä-Savon SHP
77460;Maavesi;Maavesi;171;Joroinen;3;Maaseutumaiset kunnat;114;Varkauden seutukunta;11;Pohjois-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;08;Pohjois-Savon ELY-keskus;10;Etelä-Savon SHP
77480;Savuniemi;Savuniemi;171;Joroinen;3;Maaseutumaiset kunnat;114;Varkauden seutukunta;11;Pohjois-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;08;Pohjois-Savon ELY-keskus;10;Etelä-Savon SHP
77520;Haapakoski-Partaharju;Haapakoski-Partaharju;593;Pieksämäki;2;Taajaan asutut kunnat;105;Pieksämäen seutukunta;10;Etelä-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;07;Etelä-Savon ELY-keskus;10;Etelä-Savon SHP
77570;Jäppilä Keskus;Jäppilä centrum;593;Pieksämäki;2;Taajaan asutut kunnat;105;Pieksämäen seutukunta;10;Etelä-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;07;Etelä-Savon ELY-keskus;10;Etelä-Savon SHP
77580;Tihusniemi;Tihusniemi;593;Pieksämäki;2;Taajaan asutut kunnat;105;Pieksämäen seutukunta;10;Etelä-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;07;Etelä-Savon ELY-keskus;10;Etelä-Savon SHP
77600;Suonenjoki Keskus;Suonenjoki centrum;778;Suonenjoki;2;Taajaan asutut kunnat;115;Sisä-Savon seutukunta;11;Pohjois-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;08;Pohjois-Savon ELY-keskus;13;Pohjois-Savon SHP
77630;Lempyy;Lempyy;778;Suonenjoki;2;Taajaan asutut kunnat;115;Sisä-Savon seutukunta;11;Pohjois-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;08;Pohjois-Savon ELY-keskus;13;Pohjois-Savon SHP
77690;Suontee;Suontee;778;Suonenjoki;2;Taajaan asutut kunnat;115;Sisä-Savon seutukunta;11;Pohjois-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;08;Pohjois-Savon ELY-keskus;13;Pohjois-Savon SHP
77700;Rautalampi Keskus;Rautalampi centrum;686;Rautalampi;3;Maaseutumaiset kunnat;115;Sisä-Savon seutukunta;11;Pohjois-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;08;Pohjois-Savon ELY-keskus;13;Pohjois-Savon SHP
77770;Myhinpää;Myhinpää;686;Rautalampi;3;Maaseutumaiset kunnat;115;Sisä-Savon seutukunta;11;Pohjois-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;08;Pohjois-Savon ELY-keskus;13;Pohjois-Savon SHP
77800;Iisvesi;Iisvesi;778;Suonenjoki;2;Taajaan asutut kunnat;115;Sisä-Savon seutukunta;11;Pohjois-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;08;Pohjois-Savon ELY-keskus;13;Pohjois-Savon SHP
77910;Vaajasalmi;Vaajasalmi;686;Rautalampi;3;Maaseutumaiset kunnat;115;Sisä-Savon seutukunta;11;Pohjois-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;08;Pohjois-Savon ELY-keskus;13;Pohjois-Savon SHP
77930;Kerkonjoensuu;Kerkonjoensuu;686;Rautalampi;3;Maaseutumaiset kunnat;115;Sisä-Savon seutukunta;11;Pohjois-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;08;Pohjois-Savon ELY-keskus;13;Pohjois-Savon SHP
77960;Pakarila;Pakarila;686;Rautalampi;3;Maaseutumaiset kunnat;115;Sisä-Savon seutukunta;11;Pohjois-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;08;Pohjois-Savon ELY-keskus;13;Pohjois-Savon SHP
78200;Varkaus Keskus;Varkaus centrum;915;Varkaus;1;Kaupunkimaiset kunnat;114;Varkauden seutukunta;11;Pohjois-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;08;Pohjois-Savon ELY-keskus;13;Pohjois-Savon SHP
78210;Kuoppakangas;Kuoppakangas;915;Varkaus;1;Kaupunkimaiset kunnat;114;Varkauden seutukunta;11;Pohjois-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;08;Pohjois-Savon ELY-keskus;13;Pohjois-Savon SHP
78250;Päiviönsaari;Päiviönsaari;915;Varkaus;1;Kaupunkimaiset kunnat;114;Varkauden seutukunta;11;Pohjois-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;08;Pohjois-Savon ELY-keskus;13;Pohjois-Savon SHP
78300;Kommila;Kommila;915;Varkaus;1;Kaupunkimaiset kunnat;114;Varkauden seutukunta;11;Pohjois-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;08;Pohjois-Savon ELY-keskus;13;Pohjois-Savon SHP
78310;Puurtila;Puurtila;915;Varkaus;1;Kaupunkimaiset kunnat;114;Varkauden seutukunta;11;Pohjois-Savo;4;Pohjois- ja Itä-Suomi;3;Itä-Suomen AVI;08;Pohjois-Savon ELY-keskus;13;Pohjois-Savon SHP
